text_file,original,status,replacement,matched_file,download_url,note
2015-2019.html,uploads/1/2/2/8/122804110/published/2-2-orig.png?1722932948,repaired,uploads/1/2/2/8/122804110/2-2-orig_orig.png,uploads/1/2/2/8/122804110/2-2-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-3-orig.png?1722933180,repaired,uploads/1/2/2/8/122804110/2-3-orig_orig.png,uploads/1/2/2/8/122804110/2-3-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-4-1-orig.png?1722933313,repaired,uploads/1/2/2/8/122804110/2-4-1-orig_orig.png,uploads/1/2/2/8/122804110/2-4-1-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-5-orig.png?1722933445,repaired,uploads/1/2/2/8/122804110/2-5-orig_orig.png,uploads/1/2/2/8/122804110/2-5-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-6-orig.png?1722933605,repaired,uploads/1/2/2/8/122804110/2-6-orig_orig.png,uploads/1/2/2/8/122804110/2-6-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-7-orig.png?1722933763,repaired,uploads/1/2/2/8/122804110/2-7-orig_orig.png,uploads/1/2/2/8/122804110/2-7-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-8-orig.png?1722933982,repaired,uploads/1/2/2/8/122804110/2-8-orig_orig.png,uploads/1/2/2/8/122804110/2-8-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-9-orig.png?1722934113,repaired,uploads/1/2/2/8/122804110/2-9-orig_orig.png,uploads/1/2/2/8/122804110/2-9-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-10-orig.png?1722935260,repaired,uploads/1/2/2/8/122804110/2-10-orig_orig.png,uploads/1/2/2/8/122804110/2-10-orig_orig.png,,unique-normalized-name
2015-2019.html,uploads/1/2/2/8/122804110/published/2-11-orig.png?1723011413,repaired,uploads/1/2/2/8/122804110/2-11-orig_orig.png,uploads/1/2/2/8/122804110/2-11-orig_orig.png,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/1-1-5x-orig_orig.png,already-valid,uploads/1/2/2/8/122804110/1-1-5x-orig_orig.png,uploads/1/2/2/8/122804110/1-1-5x-orig_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/editor/555555-orig.png?1723011726,repaired,uploads/1/2/2/8/122804110/555555-orig_orig.png,uploads/1/2/2/8/122804110/555555-orig_orig.png,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/editor/2-2x.png?1723011799,repaired,uploads/1/2/2/8/122804110/editor/2-2x.png,uploads/1/2/2/8/122804110/editor/2-2x.png,https://jsylab1218.weebly.com/uploads/1/2/2/8/122804110/editor/2-2x.png?1723011799,downloaded:65519bytes
2020-2024.html,uploads/1/2/2/8/122804110/editor/ining-orig.png?1723011910,repaired,uploads/1/2/2/8/122804110/editor/ining-orig.png,uploads/1/2/2/8/122804110/editor/ining-orig.png,https://jsylab1218.weebly.com/uploads/1/2/2/8/122804110/editor/ining-orig.png?1723011910,downloaded:53891bytes
2020-2024.html,uploads/1/2/2/8/122804110/published/jccs202300078-toc-0001-m-orig.jpg?1722779591,repaired,uploads/1/2/2/8/122804110/jccs202300078-toc-0001-m-orig_orig.jpg,uploads/1/2/2/8/122804110/jccs202300078-toc-0001-m-orig_orig.jpg,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/images-large-ja2c13210-0005_orig.jpeg,already-valid,uploads/1/2/2/8/122804110/images-large-ja2c13210-0005_orig.jpeg,uploads/1/2/2/8/122804110/images-large-ja2c13210-0005_orig.jpeg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/published/chemphotochem-2022-early-view.jpg?1722779937,repaired,uploads/1/2/2/8/122804110/chemphotochem-2022-early-view_orig.jpg,uploads/1/2/2/8/122804110/chemphotochem-2022-early-view_orig.jpg,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/picture1-orig_orig.png,already-valid,uploads/1/2/2/8/122804110/picture1-orig_orig.png,uploads/1/2/2/8/122804110/picture1-orig_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/images-large-ic2c01786-0012_orig.jpeg,already-valid,uploads/1/2/2/8/122804110/images-large-ic2c01786-0012_orig.jpeg,uploads/1/2/2/8/122804110/images-large-ic2c01786-0012_orig.jpeg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/toc-dmaz_orig.png,already-valid,uploads/1/2/2/8/122804110/toc-dmaz_orig.png,uploads/1/2/2/8/122804110/toc-dmaz_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/toc_orig.png,already-valid,uploads/1/2/2/8/122804110/toc_orig.png,uploads/1/2/2/8/122804110/toc_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/1620197345_orig.png,already-valid,uploads/1/2/2/8/122804110/1620197345_orig.png,uploads/1/2/2/8/122804110/1620197345_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/mz1c00487-0004-orig_orig.gif,already-valid,uploads/1/2/2/8/122804110/mz1c00487-0004-orig_orig.gif,uploads/1/2/2/8/122804110/mz1c00487-0004-orig_orig.gif,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/published/a.jpg?1722930873,repaired,uploads/1/2/2/8/122804110/a_orig.jpg,uploads/1/2/2/8/122804110/a_orig.jpg,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/120735368-3817949624900294-125598962988321140-n_orig.png,already-valid,uploads/1/2/2/8/122804110/120735368-3817949624900294-125598962988321140-n_orig.png,uploads/1/2/2/8/122804110/120735368-3817949624900294-125598962988321140-n_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/ol-cover-picture_orig.png,already-valid,uploads/1/2/2/8/122804110/ol-cover-picture_orig.png,uploads/1/2/2/8/122804110/ol-cover-picture_orig.png,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/2020-co_orig.jpg,already-valid,uploads/1/2/2/8/122804110/2020-co_orig.jpg,uploads/1/2/2/8/122804110/2020-co_orig.jpg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/ic0c01390-0011-orig_orig.gif,already-valid,uploads/1/2/2/8/122804110/ic0c01390-0011-orig_orig.gif,uploads/1/2/2/8/122804110/ic0c01390-0011-orig_orig.gif,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/cats77777_orig.jpg,already-valid,uploads/1/2/2/8/122804110/cats77777_orig.jpg,uploads/1/2/2/8/122804110/cats77777_orig.jpg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/cats-horz_orig.jpg,already-valid,uploads/1/2/2/8/122804110/cats-horz_orig.jpg,uploads/1/2/2/8/122804110/cats-horz_orig.jpg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/published/cover-2.png?1722932023,repaired,uploads/1/2/2/8/122804110/cover-2_orig.png,uploads/1/2/2/8/122804110/cover-2_orig.png,,unique-normalized-name
2020-2024.html,uploads/1/2/2/8/122804110/cats-orig12_orig.jpg,already-valid,uploads/1/2/2/8/122804110/cats-orig12_orig.jpg,uploads/1/2/2/8/122804110/cats-orig12_orig.jpg,,existing-relative-path
2020-2024.html,uploads/1/2/2/8/122804110/published/chem202001530-toc-0001-m.jpeg?1722932246,repaired,uploads/1/2/2/8/122804110/chem202001530-toc-0001-m_orig.jpeg,uploads/1/2/2/8/122804110/chem202001530-toc-0001-m_orig.jpeg,,unique-normalized-name
chinese-articles.html,/uploads/1/2/2/8/122804110/background-images/1653109337.jpg,repaired,uploads/1/2/2/8/122804110/background-images/1653109337.jpg,uploads/1/2/2/8/122804110/background-images/1653109337.jpg,,existing-relative-path
files/main_style.css,theme/fonts/9fd4ea0c-b19a-4b21-9fdf-37045707dd78.svg,repaired,theme/files/fonts/9fd4ea0c-b19a-4b21-9fdf-37045707dd78.svg,files/theme/files/fonts/9fd4ea0c-b19a-4b21-9fdf-37045707dd78.svg,,unique-path-suffix-2
files/main_style.css,theme/fonts/3966f856-9dcf-48e7-88e7-7400f1b7d619.svg,repaired,theme/files/fonts/3966f856-9dcf-48e7-88e7-7400f1b7d619.svg,files/theme/files/fonts/3966f856-9dcf-48e7-88e7-7400f1b7d619.svg,,unique-path-suffix-2
files/main_style.css,theme/fonts/52a192b1-bea5-4b48-879f-107f009b666f.svg,repaired,theme/files/fonts/52a192b1-bea5-4b48-879f-107f009b666f.svg,files/theme/files/fonts/52a192b1-bea5-4b48-879f-107f009b666f.svg,,unique-path-suffix-2
files/main_style.css,theme/fonts/1de7e6f4-9d4d-47e7-ab23-7d5cf10ab585.svg,repaired,theme/files/fonts/1de7e6f4-9d4d-47e7-ab23-7d5cf10ab585.svg,files/theme/files/fonts/1de7e6f4-9d4d-47e7-ab23-7d5cf10ab585.svg,,unique-path-suffix-2
files/main_style.css,theme/fonts/a89d6ad1-a04f-4a8f-b140-e55478dbea80.svg,repaired,theme/files/fonts/a89d6ad1-a04f-4a8f-b140-e55478dbea80.svg,files/theme/files/fonts/a89d6ad1-a04f-4a8f-b140-e55478dbea80.svg,,unique-path-suffix-2
files/main_style.css,theme/fonts/ed4d3c45-af64-4992-974b-c37cd12a9570.svg,repaired,theme/files/fonts/ed4d3c45-af64-4992-974b-c37cd12a9570.svg,files/theme/files/fonts/ed4d3c45-af64-4992-974b-c37cd12a9570.svg,,unique-path-suffix-2
files/main_style.css,url(theme/images/default-bg.jpg?1784732969,repaired,theme/files/images/default-bg.jpg,files/theme/files/images/default-bg.jpg,,unique-path-suffix-2
files/main_style.css,url(theme/images/select-dropdown.svg?1784732969,repaired,theme/files/images/select-dropdown.svg,files/theme/files/images/select-dropdown.svg,,unique-path-suffix-2
files/main_style.css,span.ico,unresolved,,,https://jsylab1218.weebly.com/span.ico,HTTPError: HTTP Error 404: Not Found
files/theme/files/custom.js,span.ico,unresolved,,,https://jsylab1218.weebly.com/span.ico,HTTPError: HTTP Error 404: Not Found
files/theme/files/fonts/custom.js,span.ico,unresolved,,,https://jsylab1218.weebly.com/span.ico,HTTPError: HTTP Error 404: Not Found
gfpc-analogs.html,uploads/1/2/2/8/122804110/gfp-3-orig_orig.png,already-valid,uploads/1/2/2/8/122804110/gfp-3-orig_orig.png,uploads/1/2/2/8/122804110/gfp-3-orig_orig.png,,existing-relative-path
index.html,/uploads/1/2/2/8/122804110/background-images/1994631251.jpg,repaired,uploads/1/2/2/8/122804110/background-images/1994631251.jpg,uploads/1/2/2/8/122804110/background-images/1994631251.jpg,,existing-relative-path
index.html,uploads/1/2/2/8/122804110/published/ange70631-gra-0001-m.jpg?1766810825,repaired,uploads/1/2/2/8/122804110/ange70631-gra-0001-m.jpg,uploads/1/2/2/8/122804110/ange70631-gra-0001-m.jpg,,unique-basename
index.html,1/2/2/8/122804110/line-album-2025-250729-41.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-41.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-41.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-40.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-40.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-40.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-53.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-53.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-53.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-60.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-60.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-60.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-49.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-49.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-49.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-73.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-73.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-73.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-70.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-70.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-70.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-7.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-7.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-7.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-11.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-11.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-11.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-20.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-20.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-20.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-26.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-26.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-26.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-46.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-46.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-46.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-47.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-47.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-47.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-82.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-82.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-82.jpg,,existing-relative-path
index.html,1/2/2/8/122804110/line-album-2025-250729-84.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2025-250729-84.jpg,uploads/1/2/2/8/122804110/line-album-2025-250729-84.jpg,,existing-relative-path
index.html,/uploads/1/2/2/8/122804110/background-images/1183094302.png,repaired,uploads/1/2/2/8/122804110/background-images/1183094302.png,uploads/1/2/2/8/122804110/background-images/1183094302.png,,existing-relative-path
index.html,uploads/1/2/2/8/122804110/published/maps-and-flags-1.png?1722783420,repaired,uploads/1/2/2/8/122804110/maps-and-flags-1_orig.png,uploads/1/2/2/8/122804110/maps-and-flags-1_orig.png,,unique-normalized-name
index.html,uploads/1/2/2/8/122804110/published/phone-1.png?1722783440,repaired,uploads/1/2/2/8/122804110/phone-1_orig.png,uploads/1/2/2/8/122804110/phone-1_orig.png,,unique-normalized-name
index.html,uploads/1/2/2/8/122804110/published/mail-1.png?1722783494,repaired,uploads/1/2/2/8/122804110/mail-1_orig.png,uploads/1/2/2/8/122804110/mail-1_orig.png,,unique-normalized-name
members.html,/uploads/1/2/2/8/122804110/background-images/996334386.jpg,repaired,uploads/1/2/2/8/122804110/background-images/996334386.jpg,uploads/1/2/2/8/122804110/background-images/996334386.jpg,,existing-relative-path
members.html,uploads/1/2/2/8/122804110/editor/deepak-pic.jpeg?1772434301,repaired,uploads/1/2/2/8/122804110/deepak-pic_orig.jpeg,uploads/1/2/2/8/122804110/deepak-pic_orig.jpeg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/img-1306.jpg?1722748544,repaired,uploads/1/2/2/8/122804110/editor/img-1306.jpg,uploads/1/2/2/8/122804110/editor/img-1306.jpg,https://jsylab1218.weebly.com/uploads/1/2/2/8/122804110/editor/img-1306.jpg?1722748544,downloaded:9660bytes
members.html,uploads/1/2/2/8/122804110/editor/line-album-250717-2.jpg?1752727889,repaired,uploads/1/2/2/8/122804110/editor/line-album-250717-2.jpg,uploads/1/2/2/8/122804110/editor/line-album-250717-2.jpg,https://jsylab1218.weebly.com/uploads/1/2/2/8/122804110/editor/line-album-250717-2.jpg?1752727889,downloaded:24803bytes
members.html,uploads/1/2/2/8/122804110/published/505068951.jpg?1761988218,repaired,uploads/1/2/2/8/122804110/505068951_orig.jpg,uploads/1/2/2/8/122804110/505068951_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/987126582.png?1722748596,repaired,uploads/1/2/2/8/122804110/987126582_orig.png,uploads/1/2/2/8/122804110/987126582_orig.png,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/bory.png?1722748683,repaired,uploads/1/2/2/8/122804110/bory_orig.png,uploads/1/2/2/8/122804110/bory_orig.png,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/img-3287.jpg?1722748722,repaired,uploads/1/2/2/8/122804110/img-3287_orig.jpg,uploads/1/2/2/8/122804110/img-3287_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/246900350.jpg?1752729663,repaired,uploads/1/2/2/8/122804110/246900350_orig.jpg,uploads/1/2/2/8/122804110/246900350_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/img-2726.jpg?1724232737,repaired,uploads/1/2/2/8/122804110/img-2726_orig.jpg,uploads/1/2/2/8/122804110/img-2726_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/img-2168.jpg?1722748696,repaired,uploads/1/2/2/8/122804110/img-2168_orig.jpg,uploads/1/2/2/8/122804110/img-2168_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/jieru.jpg?1722748741,repaired,uploads/1/2/2/8/122804110/jieru_orig.jpg,uploads/1/2/2/8/122804110/jieru_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/345553607.jpg?1752684855,repaired,uploads/1/2/2/8/122804110/345553607_orig.jpg,uploads/1/2/2/8/122804110/345553607_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/1642205686.jpg?1752684799,repaired,uploads/1/2/2/8/122804110/1642205686_orig.jpg,uploads/1/2/2/8/122804110/1642205686_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/1130317697.jpg?1752685350,repaired,uploads/1/2/2/8/122804110/1130317697_orig.jpg,uploads/1/2/2/8/122804110/1130317697_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/304586630.jpg?1752683878,repaired,uploads/1/2/2/8/122804110/304586630_orig.jpg,uploads/1/2/2/8/122804110/304586630_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/2.jpg?1752685568,repaired,uploads/1/2/2/8/122804110/2_orig.jpg,uploads/1/2/2/8/122804110/2_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/line-album-250717-1.jpg?1752727486,repaired,uploads/1/2/2/8/122804110/line-album-250717-1_orig.jpg,uploads/1/2/2/8/122804110/line-album-250717-1_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/581719639.jpg?1784532144,repaired,uploads/1/2/2/8/122804110/581719639_orig.jpg,uploads/1/2/2/8/122804110/581719639_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/editor/73276.jpg?1784531974,repaired,uploads/1/2/2/8/122804110/73276_orig.jpg,uploads/1/2/2/8/122804110/73276_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/60477032.jpg?1784531966,repaired,uploads/1/2/2/8/122804110/60477032_orig.jpg,uploads/1/2/2/8/122804110/60477032_orig.jpg,,unique-normalized-name
members.html,uploads/1/2/2/8/122804110/published/651799519.jpg?1784531935,repaired,uploads/1/2/2/8/122804110/651799519_orig.jpg,uploads/1/2/2/8/122804110/651799519_orig.jpg,,unique-normalized-name
molecular-machine.html,uploads/1/2/2/8/122804110/indanone-system-3-2-orig_1.gif,already-valid,uploads/1/2/2/8/122804110/indanone-system-3-2-orig_1.gif,uploads/1/2/2/8/122804110/indanone-system-3-2-orig_1.gif,,existing-relative-path
molecular-machine.html,uploads/1/2/2/8/122804110/2-16_orig.png,already-valid,uploads/1/2/2/8/122804110/2-16_orig.png,uploads/1/2/2/8/122804110/2-16_orig.png,,existing-relative-path
multi-responsive-luminescent-material.html,uploads/1/2/2/8/122804110/mechano-3-orig_orig.png,already-valid,uploads/1/2/2/8/122804110/mechano-3-orig_orig.png,uploads/1/2/2/8/122804110/mechano-3-orig_orig.png,,existing-relative-path
patent.html,/uploads/1/2/2/8/122804110/background-images/328977937.jpg,repaired,uploads/1/2/2/8/122804110/background-images/328977937.jpg,uploads/1/2/2/8/122804110/background-images/328977937.jpg,,existing-relative-path
photograph.html,/uploads/1/2/2/8/122804110/background-images/996334386.jpg,repaired,uploads/1/2/2/8/122804110/background-images/996334386.jpg,uploads/1/2/2/8/122804110/background-images/996334386.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-1.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-1.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-1.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-2.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-2.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-2.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-14.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-14.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-14.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-13.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-13.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-13.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-19.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-19.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-19.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-3.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-3.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-3.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-18.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-18.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-18.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-11.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-11.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-11.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-12.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-12.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-12.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-17.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-17.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-17.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-10.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-10.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-10.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-9.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-9.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-9.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-15.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-15.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-15.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-16.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-16.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-16.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-4.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-4.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-4.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-5.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-5.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-5.jpg,,existing-relative-path
photograph.html,1/2/2/8/122804110/line-album-2024-240807-6.jpg,repaired,uploads/1/2/2/8/122804110/line-album-2024-240807-6.jpg,uploads/1/2/2/8/122804110/line-album-2024-240807-6.jpg,,existing-relative-path
